state,industry,compensation
Ohio,      Transportation and warehousing,19471043.0
Ohio,      Information,7827028.0
Ohio,      Finance and insurance,30449443.0
Ohio,      Real estate and rental and leasing,5201826.0
Ohio,"      Professional, scientific, and technical services",33164220.0
Ohio,      Management of companies and enterprises,22699673.0
Ohio,      Administrative and support and waste management and remediation services,18387696.0
Ohio,      Educational services,5947490.0
Ohio,      Health care and social assistance,61579732.0
Ohio,"      Arts, entertainment, and recreation",4838101.0
Ohio,      Accommodation and food services,14786778.0
Ohio,    Government and government enterprises,69278065.0
Oklahoma,  Farm compensation,315532.0
Oklahoma,"      Mining, quarrying, and oil and gas extraction",4606531.0
Oklahoma,      Utilities,1460656.0
Oklahoma,      Construction,6365210.0
Oklahoma,      Manufacturing,11541148.0
Oklahoma,      Wholesale trade,5505477.0
Oklahoma,      Retail trade,8562449.0
Oklahoma,      Transportation and warehousing,5569128.0
Oklahoma,      Information,1773223.0
Oklahoma,      Finance and insurance,6073099.0
Oklahoma,      Real estate and rental and leasing,1514010.0
Oklahoma,"      Professional, scientific, and technical services",7726489.0
Oklahoma,      Management of companies and enterprises,3320970.0
Oklahoma,      Administrative and support and waste management and remediation services,6121713.0
Oklahoma,      Educational services,1299578.0
Oklahoma,      Health care and social assistance,15147512.0
Oklahoma,"      Arts, entertainment, and recreation",963238.0
Oklahoma,      Accommodation and food services,4755171.0
Oklahoma,    Government and government enterprises,28658922.0
Oregon,  Farm compensation,1267938.0
Oregon,"      Mining, quarrying, and oil and gas extraction",169029.0
Oregon,      Utilities,881885.0
Oregon,      Construction,11249352.0
Oregon,      Manufacturing,20051931.0
Oregon,      Wholesale trade,8785726.0
Oregon,      Retail trade,10861679.0
Oregon,      Transportation and warehousing,5779534.0
Oregon,      Information,5683110.0
Oregon,      Finance and insurance,7181209.0
Oregon,      Real estate and rental and leasing,2248191.0
Oregon,"      Professional, scientific, and technical services",13503527.0
Oregon,      Management of companies and enterprises,9199396.0
Oregon,      Administrative and support and waste management and remediation services,6789367.0
Oregon,      Educational services,1982725.0
Oregon,      Health care and social assistance,22630946.0
Oregon,"      Arts, entertainment, and recreation",1418739.0
Oregon,      Accommodation and food services,7039484.0
Oregon,    Government and government enterprises,32718278.0
Pennsylvania,  Farm compensation,977008.0
Pennsylvania,"      Mining, quarrying, and oil and gas extraction",2788796.0
Pennsylvania,      Utilities,3804204.0
Pennsylvania,      Construction,24699294.0
Pennsylvania,      Manufacturing,52608221.0
Pennsylvania,      Wholesale trade,25561490.0
Pennsylvania,      Retail trade,27747162.0
Pennsylvania,      Transportation and warehousing,22069716.0
Pennsylvania,      Information,13460035.0
Pennsylvania,      Finance and insurance,39641100.0
Pennsylvania,      Real estate and rental and leasing,5980737.0
Pennsylvania,"      Professional, scientific, and technical services",53558048.0
Pennsylvania,      Management of companies and enterprises,26578209.0
Pennsylvania,      Administrative and support and waste management and remediation services,18345520.0
Pennsylvania,      Educational services,18705163.0
Pennsylvania,      Health care and social assistance,82000634.0
Pennsylvania,"      Arts, entertainment, and recreation",5601371.0
Pennsylvania,      Accommodation and food services,15438211.0
Pennsylvania,    Government and government enterprises,67216405.0
Rhode Island,  Farm compensation,27040.0
Rhode Island,"      Mining, quarrying, and oil and gas extraction",0.0
Rhode Island,      Utilities,261177.0
Rhode Island,      Construction,2061021.0
Rhode Island,      Manufacturing,3618451.0
Rhode Island,      Wholesale trade,1865475.0
Rhode Island,      Retail trade,2466107.0
Rhode Island,      Transportation and warehousing,810192.0
Rhode Island,      Information,726802.0
Rhode Island,      Finance and insurance,3504786.0
Rhode Island,      Real estate and rental and leasing,511315.0
Rhode Island,"      Professional, scientific, and technical services",3578539.0
Rhode Island,      Management of companies and enterprises,1785565.0
Rhode Island,      Administrative and support and waste management and remediation services,1868621.0
Rhode Island,      Educational services,1875480.0
Rhode Island,      Health care and social assistance,6187864.0
Rhode Island,"      Arts, entertainment, and recreation",397388.0
Rhode Island,      Accommodation and food services,2031257.0
Rhode Island,    Government and government enterprises,7721547.0
South Carolina,  Farm compensation,246420.0
South Carolina,"      Mining, quarrying, and oil and gas extraction",238438.0
South Carolina,      Utilities,1613689.0
South Carolina,      Construction,9519957.0
South Carolina,      Manufacturing,23722210.0
South Carolina,      Wholesale trade,8715003.0
South Carolina,      Retail trade,12579655.0
South Carolina,      Transportation and warehousing,5695097.0
South Carolina,      Information,3384987.0
South Carolina,      Finance and insurance,9625426.0
South Carolina,      Real estate and rental and leasing,2696574.0
South Carolina,"      Professional, scientific, and technical services",14094215.0
South Carolina,      Management of companies and enterprises,3081473.0
South Carolina,      Administrative and support and waste management and remediation services,9044358.0
South Carolina,      Educational services,1861696.0
South Carolina,      Health care and social assistance,16903371.0
South Carolina,"      Arts, entertainment, and recreation",1402160.0
South Carolina,      Accommodation and food services,8102938.0
South Carolina,    Government and government enterprises,33595660.0
South Dakota,  Farm compensation,407771.0
South Dakota,"      Mining, quarrying, and oil and gas extraction",137470.0
South Dakota,      Utilities,267343.0
South Dakota,      Construction,2175493.0
South Dakota,      Manufacturing,3444940.0
South Dakota,      Wholesale trade,2065725.0
South Dakota,      Retail trade,2455168.0
South Dakota,      Transportation and warehousing,943028.0
South Dakota,      Information,437756.0
South Dakota,      Finance and insurance,2494619.0
South Dakota,      Real estate and rental and leasing,280730.0
South Dakota,"      Professional, scientific, and technical services",1751614.0
South Dakota,      Management of companies and enterprises,758879.0
South Dakota,      Administrative and support and waste management and remediation services,811125.0
South Dakota,      Educational services,324493.0
South Dakota,      Health care and social assistance,5330154.0
South Dakota,"      Arts, entertainment, and recreation",250230.0
South Dakota,      Accommodation and food services,1265478.0
South Dakota,    Government and government enterprises,6122588.0
Tennessee,  Farm compensation,364288.0
Tennessee,"      Mining, quarrying, and oil and gas extraction",454059.0
Tennessee,      Utilities,557390.0
Tennessee,      Construction,13954542.0
Tennessee,      Manufacturing,32184734.0
Tennessee,      Wholesale trade,14293377.0
Tennessee,      Retail trade,17033726.0
Tennessee,      Transportation and warehousing,16273129.0
Tennessee,      Information,6874526.0
Tennessee,      Finance and insurance,16250147.0
Tennessee,      Real estate and rental and leasing,3611783.0
Tennessee,"      Professional, scientific, and technical services",20283276.0
Tennessee,      Management of companies and enterprises,7939680.0
Tennessee,      Administrative and support and waste management and remediation services,13695792.0
Tennessee,      Educational services,4075148.0
Tennessee,      Health care and social assistance,32063811.0
Tennessee,"      Arts, entertainment, and recreation",3696519.0
Tennessee,      Accommodation and food services,11034970.0
Tennessee,    Government and government enterprises,37574081.0
Texas,  Farm compensation,1494104.0
Texas,"      Mining, quarrying, and oil and gas extraction",37641448.0
Texas,      Utilities,10091354.0
Texas,      Construction,76963083.0
Texas,      Manufacturing,104983406.0
Texas,      Wholesale trade,79901343.0
Texas,      Retail trade,71484547.0
Texas,      Transportation and warehousing,56391762.0
Texas,      Information,34412178.0
Texas,      Finance and insurance,89407800.0
Texas,      Real estate and rental and leasing,23594833.0
Texas,"      Professional, scientific, and technical services",137453636.0
Texas,      Management of companies and enterprises,33279676.0
Texas,      Administrative and support and waste management and remediation services,61274173.0
Texas,      Educational services,14866131.0
Texas,      Health care and social assistance,116604029.0
Texas,"      Arts, entertainment, and recreation",9272607.0
Texas,      Accommodation and food services,46044342.0
Texas,    Government and government enterprises,184575135.0
Utah,  Farm compensation,273202.0
Utah,"      Mining, quarrying, and oil and gas extraction",1306573.0
Utah,      Utilities,603096.0
Utah,      Construction,10858606.0
Utah,      Manufacturing,13862115.0
Utah,      Wholesale trade,6350495.0
Utah,      Retail trade,9713309.0
Utah,      Transportation and warehousing,5652231.0
Utah,      Information,5698615.0
Utah,      Finance and insurance,9112525.0
Utah,      Real estate and rental and leasing,1991506.0
Utah,"      Professional, scientific, and technical services",16040293.0
Utah,      Management of companies and enterprises,2850285.0
Utah,      Administrative and support and waste management and remediation services,5891934.0
Utah,      Educational services,3145904.0
Utah,      Health care and social assistance,12476146.0
Utah,"      Arts, entertainment, and recreation",1411512.0
Utah,      Accommodation and food services,4763090.0
Utah,    Government and government enterprises,24080142.0
Vermont,  Farm compensation,139717.0
Vermont,"      Mining, quarrying, and oil and gas extraction",58572.0
Vermont,      Utilities,191432.0
Vermont,      Construction,1254878.0
Vermont,      Manufacturing,2434291.0
Vermont,      Wholesale trade,861921.0
Vermont,      Retail trade,1818351.0
Vermont,      Transportation and warehousing,468135.0
Vermont,      Information,487150.0
Vermont,      Finance and insurance,1146556.0
Vermont,      Real estate and rental and leasing,225103.0
Vermont,"      Professional, scientific, and technical services",2317404.0
Vermont,      Management of companies and enterprises,309587.0
Vermont,      Administrative and support and waste management and remediation services,962856.0
Vermont,      Educational services,758147.0
Vermont,      Health care and social assistance,3722871.0
Vermont,"      Arts, entertainment, and recreation",198003.0
Vermont,      Accommodation and food services,1257380.0
Vermont,    Government and government enterprises,4846366.0
Virginia,  Farm compensation,464321.0
Virginia,"      Mining, quarrying, and oil and gas extraction",633143.0
Virginia,      Utilities,1854790.0
Virginia,      Construction,19435519.0
Virginia,      Manufacturing,22160547.0
Virginia,      Wholesale trade,14382804.0
Virginia,      Retail trade,19947740.0
Virginia,      Transportation and warehousing,11970875.0
Virginia,      Information,11753645.0
Virginia,      Finance and insurance,23106628.0
Virginia,      Real estate and rental and leasing,5400552.0
Virginia,"      Professional, scientific, and technical services",70128115.0
Virginia,      Management of companies and enterprises,15681564.0
Virginia,      Administrative and support and waste management and remediation services,18090872.0
Virginia,      Educational services,4944691.0
Virginia,      Health care and social assistance,37990248.0
Virginia,"      Arts, entertainment, and recreation",3086445.0
Virginia,      Accommodation and food services,12641510.0
Virginia,    Government and government enterprises,93536414.0
Washington,  Farm compensation,4392056.0
Washington,"      Mining, quarrying, and oil and gas extraction",240202.0
Washington,      Utilities,1016025.0
Washington,      Construction,22719118.0
Washington,      Manufacturing,31500589.0
Washington,      Wholesale trade,16995991.0
Washington,      Retail trade,34332916.0
Washington,      Transportation and warehousing,14449792.0
Washington,      Information,50195583.0
Washington,      Finance and insurance,15405698.0
Washington,      Real estate and rental and leasing,5401955.0
Washington,"      Professional, scientific, and technical services",42933083.0
Washington,      Management of companies and enterprises,9094797.0
Washington,      Administrative and support and waste management and remediation services,14724494.0
Washington,      Educational services,3211145.0
Washington,      Health care and social assistance,37253714.0
Washington,"      Arts, entertainment, and recreation",3190797.0
Washington,      Accommodation and food services,12624465.0
Washington,    Government and government enterprises,72620623.0
West Virginia,  Farm compensation,54899.0
West Virginia,"      Mining, quarrying, and oil and gas extraction",2576323.0
West Virginia,      Utilities,783842.0
West Virginia,      Construction,2699931.0
West Virginia,      Manufacturing,4044802.0
West Virginia,      Wholesale trade,1762931.0
West Virginia,      Retail trade,3355073.0
West Virginia,      Transportation and warehousing,1666832.0
West Virginia,      Information,696767.0
West Virginia,      Finance and insurance,1729053.0
West Virginia,      Real estate and rental and leasing,422288.0
West Virginia,"      Professional, scientific, and technical services",2622008.0
West Virginia,      Management of companies and enterprises,824937.0
West Virginia,      Administrative and support and waste management and remediation services,2140743.0
West Virginia,      Educational services,353132.0
West Virginia,      Health care and social assistance,9023180.0
West Virginia,"      Arts, entertainment, and recreation",267427.0
West Virginia,      Accommodation and food services,1898663.0
West Virginia,    Government and government enterprises,11409962.0
Wisconsin,  Farm compensation,1253115.0
Wisconsin,"      Mining, quarrying, and oil and gas extraction",333690.0
Wisconsin,      Utilities,1312519.0
Wisconsin,      Construction,12818022.0
Wisconsin,      Manufacturing,41773521.0
Wisconsin,      Wholesale trade,13619682.0
Wisconsin,      Retail trade,13697520.0
Wisconsin,      Transportation and warehousing,8296276.0
Wisconsin,      Information,6215769.0
Wisconsin,      Finance and insurance,16055700.0
Wisconsin,      Real estate and rental and leasing,2054702.0
Wisconsin,"      Professional, scientific, and technical services",14285154.0
Wisconsin,      Management of companies and enterprises,9323568.0
Wisconsin,      Administrative and support and waste management and remediation services,7859914.0
Wisconsin,      Educational services,3501350.0
Wisconsin,      Health care and social assistance,30731892.0
Wisconsin,"      Arts, entertainment, and recreation",2301733.0
Wisconsin,      Accommodation and food services,7071296.0
Wisconsin,    Government and government enterprises,34694547.0
Wyoming,  Farm compensation,150029.0
Wyoming,"      Mining, quarrying, and oil and gas extraction",2225440.0
Wyoming,      Utilities,343530.0
Wyoming,      Construction,1850579.0
Wyoming,      Manufacturing,0.0
Wyoming,      Wholesale trade,732326.0
Wyoming,      Retail trade,1425320.0
Wyoming,      Transportation and warehousing,1113414.0
Wyoming,      Information,294214.0
Wyoming,      Finance and insurance,890280.0
Wyoming,      Real estate and rental and leasing,301246.0
Wyoming,"      Professional, scientific, and technical services",1161372.0
Wyoming,      Management of companies and enterprises,260759.0
Wyoming,      Administrative and support and waste management and remediation services,617929.0
Wyoming,      Educational services,141808.0
Wyoming,      Health care and social assistance,1687118.0
Wyoming,"      Arts, entertainment, and recreation",170533.0
Wyoming,      Accommodation and food services,1263837.0
Wyoming,    Government and government enterprises,6017220.0
