time,state_name,state_abbr,index_type,index_flavor,index_nsa,index_sa
2010-Q3,Colorado,CO,traditional,purchase-only,254.58,251.04
2010-Q3,Colorado,CO,non-metro,all-transactions,207.67,
2010-Q3,Connecticut,CT,traditional,all-transactions,405.99,
2010-Q3,Connecticut,CT,traditional,expanded-data,161.17,158.35
2010-Q3,Connecticut,CT,traditional,purchase-only,167.93,165.5
2010-Q3,Connecticut,CT,non-metro,all-transactions,184.82,
2010-Q3,Delaware,DE,traditional,all-transactions,431.86,
2010-Q3,Delaware,DE,traditional,expanded-data,177.27,175.2
2010-Q3,Delaware,DE,traditional,purchase-only,182.78,182.45
2010-Q3,District of Columbia,DC,traditional,all-transactions,567.55,
2010-Q3,District of Columbia,DC,traditional,expanded-data,251.77,247.36
2010-Q3,District of Columbia,DC,traditional,purchase-only,319.98,311.44
2010-Q3,Florida,FL,traditional,all-transactions,294.96,
2010-Q3,Florida,FL,traditional,expanded-data,172.25,170.18
2010-Q3,Florida,FL,traditional,purchase-only,176.3,174.86
2010-Q3,Florida,FL,non-metro,all-transactions,216.36,
2010-Q3,Georgia,GA,traditional,all-transactions,282.92,
2010-Q3,Georgia,GA,traditional,expanded-data,146.24,144.2
2010-Q3,Georgia,GA,traditional,purchase-only,159.66,156.8
2010-Q3,Georgia,GA,non-metro,all-transactions,178.81,
2010-Q3,Hawaii,HI,traditional,all-transactions,449.53,
2010-Q3,Hawaii,HI,traditional,expanded-data,278.63,276.24
2010-Q3,Hawaii,HI,traditional,purchase-only,172.32,171.73
2010-Q3,Hawaii,HI,non-metro,all-transactions,172.72,
2010-Q3,Idaho,ID,traditional,all-transactions,306.49,
2010-Q3,Idaho,ID,traditional,expanded-data,191.97,188.19
2010-Q3,Idaho,ID,traditional,purchase-only,199.87,195.41
2010-Q3,Idaho,ID,non-metro,all-transactions,179.57,
2010-Q3,Illinois,IL,traditional,all-transactions,316.47,
2010-Q3,Illinois,IL,traditional,expanded-data,156.82,154.13
2010-Q3,Illinois,IL,traditional,purchase-only,176.01,172.68
2010-Q3,Illinois,IL,non-metro,all-transactions,155.82,
2010-Q3,Indiana,IN,traditional,all-transactions,246.16,
2010-Q3,Indiana,IN,traditional,expanded-data,136.88,134.96
2010-Q3,Indiana,IN,traditional,purchase-only,158.29,156.19
2010-Q3,Indiana,IN,non-metro,all-transactions,158.43,
2010-Q3,Iowa,IA,traditional,all-transactions,249.39,
2010-Q3,Iowa,IA,traditional,expanded-data,193.94,192.34
2010-Q3,Iowa,IA,traditional,purchase-only,192.45,189.28
2010-Q3,Iowa,IA,non-metro,all-transactions,174.5,
2010-Q3,Kansas,KS,traditional,all-transactions,235.63,
2010-Q3,Kansas,KS,traditional,expanded-data,204.3,201.52
2010-Q3,Kansas,KS,traditional,purchase-only,191.33,189.24
2010-Q3,Kansas,KS,non-metro,all-transactions,169.15,
2010-Q3,Kentucky,KY,traditional,all-transactions,285.59,
2010-Q3,Kentucky,KY,traditional,expanded-data,174.63,172.74
2010-Q3,Kentucky,KY,traditional,purchase-only,186.04,184.52
2010-Q3,Kentucky,KY,non-metro,all-transactions,170.07,
2010-Q3,Louisiana,LA,traditional,all-transactions,242.88,
2010-Q3,Louisiana,LA,traditional,expanded-data,209.44,207.84
2010-Q3,Louisiana,LA,traditional,purchase-only,229.81,227.72
2010-Q3,Louisiana,LA,non-metro,all-transactions,190.02,
2010-Q3,Maine,ME,traditional,all-transactions,450.47,
2010-Q3,Maine,ME,traditional,expanded-data,187.85,186.38
2010-Q3,Maine,ME,traditional,purchase-only,201.31,201.49
2010-Q3,Maine,ME,non-metro,all-transactions,184.8,
2010-Q3,Maryland,MD,traditional,all-transactions,425.81,
2010-Q3,Maryland,MD,traditional,expanded-data,179.79,176.5
2010-Q3,Maryland,MD,traditional,purchase-only,207.32,203.94
2010-Q3,Maryland,MD,non-metro,all-transactions,211.12,
2010-Q3,Massachusetts,MA,traditional,all-transactions,611.7,
2010-Q3,Massachusetts,MA,traditional,expanded-data,210.22,207.66
2010-Q3,Massachusetts,MA,traditional,purchase-only,212.96,210.57
2010-Q3,Massachusetts,MA,non-metro,all-transactions,242.49,
2010-Q3,Michigan,MI,traditional,all-transactions,239.4,
2010-Q3,Michigan,MI,traditional,expanded-data,112.66,110.58
2010-Q3,Michigan,MI,traditional,purchase-only,144.39,142.03
2010-Q3,Michigan,MI,non-metro,all-transactions,160.62,
2010-Q3,Minnesota,MN,traditional,all-transactions,314.3,
2010-Q3,Minnesota,MN,traditional,expanded-data,201.34,198.78
2010-Q3,Minnesota,MN,traditional,purchase-only,208.01,204.65
2010-Q3,Minnesota,MN,non-metro,all-transactions,194.46,
2010-Q3,Mississippi,MS,traditional,all-transactions,244.22,
2010-Q3,Mississippi,MS,traditional,expanded-data,166.32,165.97
2010-Q3,Mississippi,MS,traditional,purchase-only,177.02,175.93
2010-Q3,Mississippi,MS,non-metro,all-transactions,170.16,
2010-Q3,Missouri,MO,traditional,all-transactions,277.85,
2010-Q3,Missouri,MO,traditional,expanded-data,158.99,155.67
2010-Q3,Missouri,MO,traditional,purchase-only,184.8,181.37
2010-Q3,Missouri,MO,non-metro,all-transactions,170.16,
2010-Q3,Montana,MT,traditional,all-transactions,338.95,
2010-Q3,Montana,MT,traditional,expanded-data,293.71,290.99
2010-Q3,Montana,MT,traditional,purchase-only,290.94,287.97
2010-Q3,Montana,MT,non-metro,all-transactions,205.51,
2010-Q3,Nebraska,NE,traditional,all-transactions,251.16,
2010-Q3,Nebraska,NE,traditional,expanded-data,189.32,189.63
2010-Q3,Nebraska,NE,traditional,purchase-only,192.37,190.26
2010-Q3,Nebraska,NE,non-metro,all-transactions,163.97,
2010-Q3,Nevada,NV,traditional,all-transactions,220.15,
2010-Q3,Nevada,NV,traditional,expanded-data,133.13,131.75
2010-Q3,Nevada,NV,traditional,purchase-only,130.3,127.79
2010-Q3,Nevada,NV,non-metro,all-transactions,153.42,
2010-Q3,New Hampshire,NH,traditional,all-transactions,391.98,
2010-Q3,New Hampshire,NH,traditional,expanded-data,190.11,187.63
2010-Q3,New Hampshire,NH,traditional,purchase-only,198.28,197.12
2010-Q3,New Hampshire,NH,non-metro,all-transactions,211.75,
2010-Q3,New Jersey,NJ,traditional,all-transactions,484.68,
2010-Q3,New Jersey,NJ,traditional,expanded-data,190.31,187.35
2010-Q3,New Jersey,NJ,traditional,purchase-only,214.75,212.78
2010-Q3,New Mexico,NM,traditional,all-transactions,300.91,
2010-Q3,New Mexico,NM,traditional,expanded-data,208.49,207.25
2010-Q3,New Mexico,NM,traditional,purchase-only,213.93,212.15
2010-Q3,New Mexico,NM,non-metro,all-transactions,188.55,
2010-Q3,New York,NY,traditional,all-transactions,575.12,
2010-Q3,New York,NY,traditional,expanded-data,193.94,190.28
2010-Q3,New York,NY,traditional,purchase-only,202.57,199.68
2010-Q3,New York,NY,non-metro,all-transactions,175.55,
2010-Q3,North Carolina,NC,traditional,all-transactions,314.7,
2010-Q3,North Carolina,NC,traditional,expanded-data,180.01,177.99
2010-Q3,North Carolina,NC,traditional,purchase-only,180.3,178.73
2010-Q3,North Carolina,NC,non-metro,all-transactions,184.01,
2010-Q3,North Dakota,ND,traditional,all-transactions,255.01,
2010-Q3,North Dakota,ND,traditional,expanded-data,231.0,226.95
2010-Q3,North Dakota,ND,traditional,purchase-only,215.68,214.6
2010-Q3,North Dakota,ND,non-metro,all-transactions,199.88,
2010-Q3,Ohio,OH,traditional,all-transactions,244.96,
2010-Q3,Ohio,OH,traditional,expanded-data,134.34,130.67
2010-Q3,Ohio,OH,traditional,purchase-only,152.62,149.28
2010-Q3,Ohio,OH,non-metro,all-transactions,153.75,
2010-Q3,Oklahoma,OK,traditional,all-transactions,205.09,
2010-Q3,Oklahoma,OK,traditional,expanded-data,194.49,191.84
2010-Q3,Oklahoma,OK,traditional,purchase-only,192.7,189.97
2010-Q3,Oklahoma,OK,non-metro,all-transactions,173.16,
2010-Q3,Oregon,OR,traditional,all-transactions,373.28,
2010-Q3,Oregon,OR,traditional,expanded-data,271.06,267.12
2010-Q3,Oregon,OR,traditional,purchase-only,261.29,257.11
2010-Q3,Oregon,OR,non-metro,all-transactions,195.47,
2010-Q3,Pennsylvania,PA,traditional,all-transactions,377.94,
2010-Q3,Pennsylvania,PA,traditional,expanded-data,177.09,174.46
2010-Q3,Pennsylvania,PA,traditional,purchase-only,185.38,183.12
2010-Q3,Pennsylvania,PA,non-metro,all-transactions,179.36,
2010-Q3,Rhode Island,RI,traditional,all-transactions,472.96,
2010-Q3,Rhode Island,RI,traditional,expanded-data,165.03,162.93
2010-Q3,Rhode Island,RI,traditional,purchase-only,184.57,183.64
2010-Q3,South Carolina,SC,traditional,all-transactions,319.27,
2010-Q3,South Carolina,SC,traditional,expanded-data,187.47,186.12
2010-Q3,South Carolina,SC,traditional,purchase-only,179.51,177.64
2010-Q3,South Carolina,SC,non-metro,all-transactions,179.42,
2010-Q3,South Dakota,SD,traditional,all-transactions,291.07,
2010-Q3,South Dakota,SD,traditional,expanded-data,236.06,236.55
2010-Q3,South Dakota,SD,traditional,purchase-only,219.66,218.03
2010-Q3,South Dakota,SD,non-metro,all-transactions,190.06,
2010-Q3,Tennessee,TN,traditional,all-transactions,287.92,
2010-Q3,Tennessee,TN,traditional,expanded-data,168.46,169.78
2010-Q3,Tennessee,TN,traditional,purchase-only,181.9,180.52
2010-Q3,Tennessee,TN,non-metro,all-transactions,168.6,
2010-Q3,Texas,TX,traditional,all-transactions,223.39,
2010-Q3,Texas,TX,traditional,expanded-data,186.62,185.23
2010-Q3,Texas,TX,traditional,purchase-only,188.61,186.7
2010-Q3,Texas,TX,non-metro,all-transactions,186.95,
2010-Q3,Utah,UT,traditional,all-transactions,321.75,
2010-Q3,Utah,UT,traditional,expanded-data,256.23,252.64
2010-Q3,Utah,UT,traditional,purchase-only,253.13,249.41
2010-Q3,Utah,UT,non-metro,all-transactions,184.36,
2010-Q3,Vermont,VT,traditional,all-transactions,440.24,
2010-Q3,Vermont,VT,traditional,expanded-data,181.87,179.2
2010-Q3,Vermont,VT,traditional,purchase-only,201.46,200.42
2010-Q3,Vermont,VT,non-metro,all-transactions,200.09,
2010-Q3,Virginia,VA,traditional,all-transactions,403.94,
2010-Q3,Virginia,VA,traditional,expanded-data,195.09,193.52
2010-Q3,Virginia,VA,traditional,purchase-only,208.85,206.02
2010-Q3,Virginia,VA,non-metro,all-transactions,186.44,
2010-Q3,Washington,WA,traditional,all-transactions,414.37,
2010-Q3,Washington,WA,traditional,expanded-data,242.08,238.2
2010-Q3,Washington,WA,traditional,purchase-only,227.62,223.8
2010-Q3,Washington,WA,non-metro,all-transactions,185.6,
2010-Q3,West Virginia,WV,traditional,all-transactions,206.21,
2010-Q3,West Virginia,WV,traditional,expanded-data,218.72,215.28
2010-Q3,West Virginia,WV,traditional,purchase-only,188.31,186.23
2010-Q3,West Virginia,WV,non-metro,all-transactions,168.75,
2010-Q3,Wisconsin,WI,traditional,all-transactions,303.88,
2010-Q3,Wisconsin,WI,traditional,expanded-data,196.06,192.05
2010-Q3,Wisconsin,WI,traditional,purchase-only,204.55,201.46
2010-Q3,Wisconsin,WI,non-metro,all-transactions,184.04,
2010-Q3,Wyoming,WY,traditional,all-transactions,269.38,
2010-Q3,Wyoming,WY,traditional,expanded-data,297.25,291.93
2010-Q3,Wyoming,WY,traditional,purchase-only,280.18,274.79
2010-Q3,Wyoming,WY,non-metro,all-transactions,221.01,
2010-Q4,Alabama,AL,traditional,all-transactions,285.18,
2010-Q4,Alabama,AL,traditional,expanded-data,153.2,152.37
2010-Q4,Alabama,AL,traditional,purchase-only,174.41,174.96
2010-Q4,Alabama,AL,non-metro,all-transactions,177.05,
2010-Q4,Alaska,AK,traditional,all-transactions,281.48,
2010-Q4,Alaska,AK,traditional,expanded-data,225.99,226.77
2010-Q4,Alaska,AK,traditional,purchase-only,221.02,220.81
2010-Q4,Alaska,AK,non-metro,all-transactions,178.92,
2010-Q4,Arizona,AZ,traditional,all-transactions,255.16,
2010-Q4,Arizona,AZ,traditional,expanded-data,156.92,156.5
2010-Q4,Arizona,AZ,traditional,purchase-only,171.75,172.75
2010-Q4,Arizona,AZ,non-metro,all-transactions,173.57,
2010-Q4,Arkansas,AR,traditional,all-transactions,241.97,
2010-Q4,Arkansas,AR,traditional,expanded-data,199.36,201.68
2010-Q4,Arkansas,AR,traditional,purchase-only,174.7,175.7
2010-Q4,Arkansas,AR,non-metro,all-transactions,163.2,
2010-Q4,California,CA,traditional,all-transactions,405.72,
2010-Q4,California,CA,traditional,expanded-data,153.53,152.42
2010-Q4,California,CA,traditional,purchase-only,159.69,159.16
2010-Q4,California,CA,non-metro,all-transactions,184.02,
2010-Q4,Colorado,CO,traditional,all-transactions,338.72,
2010-Q4,Colorado,CO,traditional,expanded-data,249.38,251.39
2010-Q4,Colorado,CO,traditional,purchase-only,252.36,252.84
2010-Q4,Colorado,CO,non-metro,all-transactions,205.59,
2010-Q4,Connecticut,CT,traditional,all-transactions,406.61,
2010-Q4,Connecticut,CT,traditional,expanded-data,158.55,158.3
2010-Q4,Connecticut,CT,traditional,purchase-only,163.87,164.04
2010-Q4,Connecticut,CT,non-metro,all-transactions,184.24,
2010-Q4,Delaware,DE,traditional,all-transactions,428.5,
2010-Q4,Delaware,DE,traditional,expanded-data,173.42,171.76
2010-Q4,Delaware,DE,traditional,purchase-only,184.31,184.22
2010-Q4,District of Columbia,DC,traditional,all-transactions,567.26,
2010-Q4,District of Columbia,DC,traditional,expanded-data,249.5,247.04
2010-Q4,District of Columbia,DC,traditional,purchase-only,311.28,308.09
2010-Q4,Florida,FL,traditional,all-transactions,289.67,
2010-Q4,Florida,FL,traditional,expanded-data,170.11,169.06
2010-Q4,Florida,FL,traditional,purchase-only,171.62,171.76
2010-Q4,Florida,FL,non-metro,all-transactions,215.04,
2010-Q4,Georgia,GA,traditional,all-transactions,279.12,
2010-Q4,Georgia,GA,traditional,expanded-data,140.51,140.3
2010-Q4,Georgia,GA,traditional,purchase-only,151.31,152.25
2010-Q4,Georgia,GA,non-metro,all-transactions,175.48,
2010-Q4,Hawaii,HI,traditional,all-transactions,449.86,
2010-Q4,Hawaii,HI,traditional,expanded-data,275.91,273.97
2010-Q4,Hawaii,HI,traditional,purchase-only,175.51,177.49
2010-Q4,Hawaii,HI,non-metro,all-transactions,167.6,
2010-Q4,Idaho,ID,traditional,all-transactions,299.14,
2010-Q4,Idaho,ID,traditional,expanded-data,182.97,183.42
2010-Q4,Idaho,ID,traditional,purchase-only,187.63,188.49
2010-Q4,Idaho,ID,non-metro,all-transactions,175.89,
2010-Q4,Illinois,IL,traditional,all-transactions,314.31,
2010-Q4,Illinois,IL,traditional,expanded-data,153.01,153.44
2010-Q4,Illinois,IL,traditional,purchase-only,171.15,171.16
2010-Q4,Illinois,IL,non-metro,all-transactions,155.45,
2010-Q4,Indiana,IN,traditional,all-transactions,245.62,
2010-Q4,Indiana,IN,traditional,expanded-data,136.48,136.57
2010-Q4,Indiana,IN,traditional,purchase-only,155.26,154.9
2010-Q4,Indiana,IN,non-metro,all-transactions,158.39,
2010-Q4,Iowa,IA,traditional,all-transactions,249.37,
2010-Q4,Iowa,IA,traditional,expanded-data,192.57,192.98
2010-Q4,Iowa,IA,traditional,purchase-only,193.39,193.14
2010-Q4,Iowa,IA,non-metro,all-transactions,174.71,
2010-Q4,Kansas,KS,traditional,all-transactions,235.45,
2010-Q4,Kansas,KS,traditional,expanded-data,202.12,202.29
2010-Q4,Kansas,KS,traditional,purchase-only,189.34,188.82
2010-Q4,Kansas,KS,non-metro,all-transactions,169.71,
2010-Q4,Kentucky,KY,traditional,all-transactions,285.24,
2010-Q4,Kentucky,KY,traditional,expanded-data,174.27,173.5
2010-Q4,Kentucky,KY,traditional,purchase-only,184.66,185.8
2010-Q4,Kentucky,KY,non-metro,all-transactions,170.3,
2010-Q4,Louisiana,LA,traditional,all-transactions,242.39,
2010-Q4,Louisiana,LA,traditional,expanded-data,206.95,206.92
2010-Q4,Louisiana,LA,traditional,purchase-only,225.65,225.48
2010-Q4,Louisiana,LA,non-metro,all-transactions,191.89,
2010-Q4,Maine,ME,traditional,all-transactions,451.53,
2010-Q4,Maine,ME,traditional,expanded-data,187.04,186.65
2010-Q4,Maine,ME,traditional,purchase-only,199.4,199.81
2010-Q4,Maine,ME,non-metro,all-transactions,186.61,
2010-Q4,Maryland,MD,traditional,all-transactions,421.83,
2010-Q4,Maryland,MD,traditional,expanded-data,175.95,174.78
2010-Q4,Maryland,MD,traditional,purchase-only,204.9,204.28
2010-Q4,Maryland,MD,non-metro,all-transactions,209.36,
2010-Q4,Massachusetts,MA,traditional,all-transactions,611.45,
2010-Q4,Massachusetts,MA,traditional,expanded-data,207.97,207.23
2010-Q4,Massachusetts,MA,traditional,purchase-only,211.91,210.48
2010-Q4,Massachusetts,MA,non-metro,all-transactions,243.81,
2010-Q4,Michigan,MI,traditional,all-transactions,238.87,
2010-Q4,Michigan,MI,traditional,expanded-data,110.81,109.73
2010-Q4,Michigan,MI,traditional,purchase-only,142.72,141.62
2010-Q4,Michigan,MI,non-metro,all-transactions,160.51,
2010-Q4,Minnesota,MN,traditional,all-transactions,310.16,
2010-Q4,Minnesota,MN,traditional,expanded-data,197.25,196.05
2010-Q4,Minnesota,MN,traditional,purchase-only,203.3,202.45
2010-Q4,Minnesota,MN,non-metro,all-transactions,193.75,
2010-Q4,Mississippi,MS,traditional,all-transactions,242.53,
2010-Q4,Mississippi,MS,traditional,expanded-data,163.09,163.76
2010-Q4,Mississippi,MS,traditional,purchase-only,172.69,173.93
2010-Q4,Mississippi,MS,non-metro,all-transactions,169.83,
2010-Q4,Missouri,MO,traditional,all-transactions,276.02,
2010-Q4,Missouri,MO,traditional,expanded-data,153.6,153.66
2010-Q4,Missouri,MO,traditional,purchase-only,175.48,176.52
2010-Q4,Missouri,MO,non-metro,all-transactions,169.9,
2010-Q4,Montana,MT,traditional,all-transactions,337.9,
2010-Q4,Montana,MT,traditional,expanded-data,287.02,286.26
2010-Q4,Montana,MT,traditional,purchase-only,277.6,277.02
2010-Q4,Montana,MT,non-metro,all-transactions,204.06,
2010-Q4,Nebraska,NE,traditional,all-transactions,249.77,
2010-Q4,Nebraska,NE,traditional,expanded-data,187.22,188.85
2010-Q4,Nebraska,NE,traditional,purchase-only,186.4,186.65
2010-Q4,Nebraska,NE,non-metro,all-transactions,162.67,
2010-Q4,Nevada,NV,traditional,all-transactions,214.23,
2010-Q4,Nevada,NV,traditional,expanded-data,129.1,128.42
2010-Q4,Nevada,NV,traditional,purchase-only,124.51,124.65
2010-Q4,Nevada,NV,non-metro,all-transactions,149.7,
2010-Q4,New Hampshire,NH,traditional,all-transactions,389.71,
2010-Q4,New Hampshire,NH,traditional,expanded-data,184.69,184.35
2010-Q4,New Hampshire,NH,traditional,purchase-only,193.48,193.43
2010-Q4,New Hampshire,NH,non-metro,all-transactions,209.66,
2010-Q4,New Jersey,NJ,traditional,all-transactions,483.63,
2010-Q4,New Jersey,NJ,traditional,expanded-data,185.8,184.56
2010-Q4,New Jersey,NJ,traditional,purchase-only,210.74,211.15
2010-Q4,New Mexico,NM,traditional,all-transactions,297.88,
2010-Q4,New Mexico,NM,traditional,expanded-data,205.42,204.85
2010-Q4,New Mexico,NM,traditional,purchase-only,211.01,210.26
2010-Q4,New Mexico,NM,non-metro,all-transactions,186.6,
2010-Q4,New York,NY,traditional,all-transactions,574.88,
2010-Q4,New York,NY,traditional,expanded-data,193.01,191.71
2010-Q4,New York,NY,traditional,purchase-only,201.69,200.93
2010-Q4,New York,NY,non-metro,all-transactions,176.22,
2010-Q4,North Carolina,NC,traditional,all-transactions,312.95,
2010-Q4,North Carolina,NC,traditional,expanded-data,177.22,177.28
2010-Q4,North Carolina,NC,traditional,purchase-only,179.75,179.37
2010-Q4,North Carolina,NC,non-metro,all-transactions,184.54,
2010-Q4,North Dakota,ND,traditional,all-transactions,257.93,
2010-Q4,North Dakota,ND,traditional,expanded-data,233.07,229.86
2010-Q4,North Dakota,ND,traditional,purchase-only,221.93,221.2
2010-Q4,North Dakota,ND,non-metro,all-transactions,201.36,
2010-Q4,Ohio,OH,traditional,all-transactions,243.95,
2010-Q4,Ohio,OH,traditional,expanded-data,132.4,131.43
2010-Q4,Ohio,OH,traditional,purchase-only,149.15,149.24
2010-Q4,Ohio,OH,non-metro,all-transactions,153.87,
2010-Q4,Oklahoma,OK,traditional,all-transactions,204.49,
2010-Q4,Oklahoma,OK,traditional,expanded-data,193.9,192.88
2010-Q4,Oklahoma,OK,traditional,purchase-only,190.91,190.8
2010-Q4,Oklahoma,OK,non-metro,all-transactions,172.36,
2010-Q4,Oregon,OR,traditional,all-transactions,367.65,
2010-Q4,Oregon,OR,traditional,expanded-data,260.24,260.36
2010-Q4,Oregon,OR,traditional,purchase-only,250.86,251.15
2010-Q4,Oregon,OR,non-metro,all-transactions,193.58,
2010-Q4,Pennsylvania,PA,traditional,all-transactions,377.0,
2010-Q4,Pennsylvania,PA,traditional,expanded-data,174.52,174.21
2010-Q4,Pennsylvania,PA,traditional,purchase-only,182.97,183.01
2010-Q4,Pennsylvania,PA,non-metro,all-transactions,180.69,
2010-Q4,Rhode Island,RI,traditional,all-transactions,471.91,
2010-Q4,Rhode Island,RI,traditional,expanded-data,163.74,163.28
2010-Q4,Rhode Island,RI,traditional,purchase-only,181.39,180.14
2010-Q4,South Carolina,SC,traditional,all-transactions,316.71,
2010-Q4,South Carolina,SC,traditional,expanded-data,184.57,184.19
2010-Q4,South Carolina,SC,traditional,purchase-only,179.1,179.34
2010-Q4,South Carolina,SC,non-metro,all-transactions,176.85,
2010-Q4,South Dakota,SD,traditional,all-transactions,291.12,
2010-Q4,South Dakota,SD,traditional,expanded-data,232.49,235.07
2010-Q4,South Dakota,SD,traditional,purchase-only,214.56,215.23
2010-Q4,South Dakota,SD,non-metro,all-transactions,189.09,
2010-Q4,Tennessee,TN,traditional,all-transactions,285.89,
2010-Q4,Tennessee,TN,traditional,expanded-data,167.36,169.81
2010-Q4,Tennessee,TN,traditional,purchase-only,179.87,179.61
2010-Q4,Tennessee,TN,non-metro,all-transactions,168.25,
2010-Q4,Texas,TX,traditional,all-transactions,222.35,
2010-Q4,Texas,TX,traditional,expanded-data,182.62,183.65
2010-Q4,Texas,TX,traditional,purchase-only,182.74,182.96
2010-Q4,Texas,TX,non-metro,all-transactions,186.45,
2010-Q4,Utah,UT,traditional,all-transactions,320.03,
2010-Q4,Utah,UT,traditional,expanded-data,249.78,249.19
2010-Q4,Utah,UT,traditional,purchase-only,247.67,247.52
2010-Q4,Utah,UT,non-metro,all-transactions,184.36,
2010-Q4,Vermont,VT,traditional,all-transactions,441.68,
2010-Q4,Vermont,VT,traditional,expanded-data,181.78,182.28
2010-Q4,Vermont,VT,traditional,purchase-only,200.31,202.11
2010-Q4,Vermont,VT,non-metro,all-transactions,200.67,
2010-Q4,Virginia,VA,traditional,all-transactions,401.76,
2010-Q4,Virginia,VA,traditional,expanded-data,192.3,192.61
2010-Q4,Virginia,VA,traditional,purchase-only,203.71,204.39
2010-Q4,Virginia,VA,non-metro,all-transactions,183.58,
2010-Q4,Washington,WA,traditional,all-transactions,407.05,
2010-Q4,Washington,WA,traditional,expanded-data,233.86,233.17
2010-Q4,Washington,WA,traditional,purchase-only,218.26,217.78
2010-Q4,Washington,WA,non-metro,all-transactions,181.6,
2010-Q4,West Virginia,WV,traditional,all-transactions,208.11,
2010-Q4,West Virginia,WV,traditional,expanded-data,223.12,220.81
2010-Q4,West Virginia,WV,traditional,purchase-only,187.1,186.23
2010-Q4,West Virginia,WV,non-metro,all-transactions,171.51,
2010-Q4,Wisconsin,WI,traditional,all-transactions,301.92,
2010-Q4,Wisconsin,WI,traditional,expanded-data,191.61,190.23
2010-Q4,Wisconsin,WI,traditional,purchase-only,202.66,202.11
2010-Q4,Wisconsin,WI,non-metro,all-transactions,183.45,
2010-Q4,Wyoming,WY,traditional,all-transactions,269.31,
2010-Q4,Wyoming,WY,traditional,expanded-data,288.65,289.16
2010-Q4,Wyoming,WY,traditional,purchase-only,276.16,276.82
2010-Q4,Wyoming,WY,non-metro,all-transactions,220.77,
2011-Q1,Alabama,AL,traditional,all-transactions,277.58,
2011-Q1,Alabama,AL,traditional,expanded-data,150.32,150.92
2011-Q1,Alabama,AL,traditional,purchase-only,170.24,171.41
2011-Q1,Alabama,AL,non-metro,all-transactions,172.38,
2011-Q1,Alaska,AK,traditional,all-transactions,281.27,
2011-Q1,Alaska,AK,traditional,expanded-data,225.87,229.96
2011-Q1,Alaska,AK,traditional,purchase-only,221.24,225.16
2011-Q1,Alaska,AK,non-metro,all-transactions,181.71,
2011-Q1,Arizona,AZ,traditional,all-transactions,240.77,
2011-Q1,Arizona,AZ,traditional,expanded-data,152.43,153.93
2011-Q1,Arizona,AZ,traditional,purchase-only,165.6,166.44
2011-Q1,Arizona,AZ,non-metro,all-transactions,164.67,
2011-Q1,Arkansas,AR,traditional,all-transactions,238.06,
2011-Q1,Arkansas,AR,traditional,expanded-data,199.23,200.45
2011-Q1,Arkansas,AR,traditional,purchase-only,177.09,177.11
2011-Q1,Arkansas,AR,non-metro,all-transactions,162.21,
2011-Q1,California,CA,traditional,all-transactions,391.2,
2011-Q1,California,CA,traditional,expanded-data,149.83,150.96
2011-Q1,California,CA,traditional,purchase-only,154.15,155.33
2011-Q1,California,CA,non-metro,all-transactions,174.18,
2011-Q1,Colorado,CO,traditional,all-transactions,330.24,
2011-Q1,Colorado,CO,traditional,expanded-data,244.35,249.31
2011-Q1,Colorado,CO,traditional,purchase-only,245.23,247.86
2011-Q1,Colorado,CO,non-metro,all-transactions,201.44,
2011-Q1,Connecticut,CT,traditional,all-transactions,396.15,
2011-Q1,Connecticut,CT,traditional,expanded-data,153.43,157.67
2011-Q1,Connecticut,CT,traditional,purchase-only,160.38,163.02
2011-Q1,Connecticut,CT,non-metro,all-transactions,178.11,
2011-Q1,Delaware,DE,traditional,all-transactions,417.89,
2011-Q1,Delaware,DE,traditional,expanded-data,165.42,168.62
2011-Q1,Delaware,DE,traditional,purchase-only,179.13,178.61
2011-Q1,District of Columbia,DC,traditional,all-transactions,559.34,
2011-Q1,District of Columbia,DC,traditional,expanded-data,244.52,247.06
2011-Q1,District of Columbia,DC,traditional,purchase-only,304.59,306.26
2011-Q1,Florida,FL,traditional,all-transactions,275.89,
2011-Q1,Florida,FL,traditional,expanded-data,163.26,165.0
2011-Q1,Florida,FL,traditional,purchase-only,164.14,165.04
2011-Q1,Florida,FL,non-metro,all-transactions,206.75,
2011-Q1,Georgia,GA,traditional,all-transactions,269.02,
2011-Q1,Georgia,GA,traditional,expanded-data,136.43,138.31
2011-Q1,Georgia,GA,traditional,purchase-only,149.09,150.74
2011-Q1,Georgia,GA,non-metro,all-transactions,169.6,
2011-Q1,Hawaii,HI,traditional,all-transactions,440.51,
2011-Q1,Hawaii,HI,traditional,expanded-data,273.29,272.95
2011-Q1,Hawaii,HI,traditional,purchase-only,160.32,159.73
2011-Q1,Hawaii,HI,non-metro,all-transactions,165.75,
2011-Q1,Idaho,ID,traditional,all-transactions,282.47,
2011-Q1,Idaho,ID,traditional,expanded-data,174.02,176.68
2011-Q1,Idaho,ID,traditional,purchase-only,177.42,179.69
2011-Q1,Idaho,ID,non-metro,all-transactions,169.31,
2011-Q1,Illinois,IL,traditional,all-transactions,303.52,
2011-Q1,Illinois,IL,traditional,expanded-data,147.48,149.92
2011-Q1,Illinois,IL,traditional,purchase-only,164.25,167.25
2011-Q1,Illinois,IL,non-metro,all-transactions,153.32,
2011-Q1,Indiana,IN,traditional,all-transactions,240.22,
