time,state_name,state_abbr,units_total_thousand
2017-04,Ohio,OH,1.761
2017-04,Oklahoma,OK,0.947
2017-04,Oregon,OR,1.071
2017-04,Pennsylvania,PA,1.777
2017-04,Rhode Island,RI,0.065
2017-04,South Carolina,SC,2.477
2017-04,South Dakota,SD,0.535
2017-04,Tennessee,TN,2.799
2017-04,Texas,TX,13.677
2017-04,Utah,UT,1.91
2017-04,Vermont,VT,0.123
2017-04,Virginia,VA,2.421
2017-04,Washington,WA,3.838
2017-04,West Virginia,WV,0.245
2017-04,Wisconsin,WI,1.642
2017-04,Wyoming,WY,0.196
2017-05,Alabama,AL,1.278
2017-05,Alaska,AK,0.164
2017-05,Arizona,AZ,3.716
2017-05,Arkansas,AR,0.698
2017-05,California,CA,9.599
2017-05,Colorado,CO,2.865
2017-05,Connecticut,CT,0.402
2017-05,Delaware,DE,0.587
2017-05,District of Columbia,DC,0.318
2017-05,Florida,FL,10.608
2017-05,Georgia,GA,4.158
2017-05,Hawaii,HI,0.382
2017-05,Idaho,ID,1.301
2017-05,Illinois,IL,1.493
2017-05,Indiana,IN,2.016
2017-05,Iowa,IA,1.149
2017-05,Kansas,KS,0.774
2017-05,Kentucky,KY,1.403
2017-05,Louisiana,LA,1.335
2017-05,Maine,ME,0.365
2017-05,Maryland,MD,1.856
2017-05,Massachusetts,MA,1.84
2017-05,Michigan,MI,2.59
2017-05,Minnesota,MN,2.215
2017-05,Mississippi,MS,0.675
2017-05,Missouri,MO,1.817
2017-05,Montana,MT,0.41
2017-05,Nebraska,NE,1.01
2017-05,Nevada,NV,1.812
2017-05,New Hampshire,NH,0.296
2017-05,New Jersey,NJ,3.008
2017-05,New Mexico,NM,0.451
2017-05,New York,NY,2.881
2017-05,North Carolina,NC,5.315
2017-05,North Dakota,ND,0.505
2017-05,Ohio,OH,2.03
2017-05,Oklahoma,OK,1.352
2017-05,Oregon,OR,1.798
2017-05,Pennsylvania,PA,2.599
2017-05,Rhode Island,RI,0.113
2017-05,South Carolina,SC,3.086
2017-05,South Dakota,SD,0.414
2017-05,Tennessee,TN,3.711
2017-05,Texas,TX,15.578
2017-05,Utah,UT,1.974
2017-05,Vermont,VT,0.18
2017-05,Virginia,VA,2.51
2017-05,Washington,WA,3.947
2017-05,West Virginia,WV,0.268
2017-05,Wisconsin,WI,1.958
2017-05,Wyoming,WY,0.186
2017-06,Alabama,AL,1.343
2017-06,Alaska,AK,0.185
2017-06,Arizona,AZ,3.399
2017-06,Arkansas,AR,1.072
2017-06,California,CA,14.218
2017-06,Colorado,CO,4.64
2017-06,Connecticut,CT,0.36
2017-06,Delaware,DE,0.726
2017-06,District of Columbia,DC,0.389
2017-06,Florida,FL,12.365
2017-06,Georgia,GA,4.704
2017-06,Hawaii,HI,0.358
2017-06,Idaho,ID,1.387
2017-06,Illinois,IL,3.489
2017-06,Indiana,IN,2.355
2017-06,Iowa,IA,1.213
2017-06,Kansas,KS,0.825
2017-06,Kentucky,KY,1.24
2017-06,Louisiana,LA,1.313
2017-06,Maine,ME,0.489
2017-06,Maryland,MD,1.565
2017-06,Massachusetts,MA,1.863
2017-06,Michigan,MI,2.843
2017-06,Minnesota,MN,2.566
2017-06,Mississippi,MS,0.606
2017-06,Missouri,MO,1.375
2017-06,Montana,MT,0.829
2017-06,Nebraska,NE,0.744
2017-06,Nevada,NV,1.818
2017-06,New Hampshire,NH,0.263
2017-06,New Jersey,NJ,2.174
2017-06,New Mexico,NM,0.598
2017-06,New York,NY,3.222
2017-06,North Carolina,NC,5.41
2017-06,North Dakota,ND,0.337
2017-06,Ohio,OH,3.086
2017-06,Oklahoma,OK,1.026
2017-06,Oregon,OR,1.873
2017-06,Pennsylvania,PA,2.288
2017-06,Rhode Island,RI,0.109
2017-06,South Carolina,SC,3.11
2017-06,South Dakota,SD,0.539
2017-06,Tennessee,TN,4.173
2017-06,Texas,TX,17.188
2017-06,Utah,UT,2.198
2017-06,Vermont,VT,0.213
2017-06,Virginia,VA,3.445
2017-06,Washington,WA,3.955
2017-06,West Virginia,WV,0.251
2017-06,Wisconsin,WI,1.951
2017-06,Wyoming,WY,0.189
2017-07,Alabama,AL,1.159
2017-07,Alaska,AK,0.119
2017-07,Arizona,AZ,2.487
2017-07,Arkansas,AR,1.087
2017-07,California,CA,7.95
2017-07,Colorado,CO,3.089
2017-07,Connecticut,CT,0.43
2017-07,Delaware,DE,0.608
2017-07,District of Columbia,DC,0.455
2017-07,Florida,FL,9.896
2017-07,Georgia,GA,4.311
2017-07,Hawaii,HI,0.276
2017-07,Idaho,ID,0.928
2017-07,Illinois,IL,1.419
2017-07,Indiana,IN,1.551
2017-07,Iowa,IA,0.915
2017-07,Kansas,KS,0.607
2017-07,Kentucky,KY,0.939
2017-07,Louisiana,LA,1.137
2017-07,Maine,ME,0.412
2017-07,Maryland,MD,1.428
2017-07,Massachusetts,MA,1.97
2017-07,Michigan,MI,2.113
2017-07,Minnesota,MN,1.59
2017-07,Mississippi,MS,0.665
2017-07,Missouri,MO,1.133
2017-07,Montana,MT,0.383
2017-07,Nebraska,NE,1.104
2017-07,Nevada,NV,1.576
2017-07,New Hampshire,NH,0.352
2017-07,New Jersey,NJ,2.462
2017-07,New Mexico,NM,0.424
2017-07,New York,NY,2.99
2017-07,North Carolina,NC,6.242
2017-07,North Dakota,ND,0.309
2017-07,Ohio,OH,1.929
2017-07,Oklahoma,OK,0.773
2017-07,Oregon,OR,1.8
2017-07,Pennsylvania,PA,1.812
2017-07,Rhode Island,RI,0.106
2017-07,South Carolina,SC,3.162
2017-07,South Dakota,SD,0.362
2017-07,Tennessee,TN,3.192
2017-07,Texas,TX,12.493
2017-07,Utah,UT,2.421
2017-07,Vermont,VT,0.139
2017-07,Virginia,VA,2.669
2017-07,Washington,WA,3.593
2017-07,West Virginia,WV,0.204
2017-07,Wisconsin,WI,1.694
2017-07,Wyoming,WY,0.14
2017-08,Alabama,AL,1.186
2017-08,Alaska,AK,0.171
2017-08,Arizona,AZ,3.941
2017-08,Arkansas,AR,0.917
2017-08,California,CA,9.654
2017-08,Colorado,CO,4.476
2017-08,Connecticut,CT,0.489
2017-08,Delaware,DE,0.651
2017-08,District of Columbia,DC,0.437
2017-08,Florida,FL,10.803
2017-08,Georgia,GA,4.901
2017-08,Hawaii,HI,0.265
2017-08,Idaho,ID,1.688
2017-08,Illinois,IL,2.175
2017-08,Indiana,IN,1.685
2017-08,Iowa,IA,1.574
2017-08,Kansas,KS,1.079
2017-08,Kentucky,KY,1.184
2017-08,Louisiana,LA,1.262
2017-08,Maine,ME,0.505
2017-08,Maryland,MD,1.567
2017-08,Massachusetts,MA,1.237
2017-08,Michigan,MI,2.204
2017-08,Minnesota,MN,2.313
2017-08,Mississippi,MS,0.645
2017-08,Missouri,MO,1.956
2017-08,Montana,MT,0.357
2017-08,Nebraska,NE,0.821
2017-08,Nevada,NV,1.932
2017-08,New Hampshire,NH,0.302
2017-08,New Jersey,NJ,2.311
2017-08,New Mexico,NM,0.43
2017-08,New York,NY,3.324
2017-08,North Carolina,NC,6.73
2017-08,North Dakota,ND,0.314
2017-08,Ohio,OH,2.89
2017-08,Oklahoma,OK,0.839
2017-08,Oregon,OR,2.692
2017-08,Pennsylvania,PA,1.658
2017-08,Rhode Island,RI,0.164
2017-08,South Carolina,SC,3.184
2017-08,South Dakota,SD,0.435
2017-08,Tennessee,TN,4.197
2017-08,Texas,TX,15.857
2017-08,Utah,UT,2.594
2017-08,Vermont,VT,0.142
2017-08,Virginia,VA,2.786
2017-08,Washington,WA,4.799
2017-08,West Virginia,WV,0.275
2017-08,Wisconsin,WI,1.4
2017-08,Wyoming,WY,0.187
2017-09,Alabama,AL,1.374
2017-09,Alaska,AK,0.122
2017-09,Arizona,AZ,3.108
2017-09,Arkansas,AR,1.035
2017-09,California,CA,8.91
2017-09,Colorado,CO,3.016
2017-09,Connecticut,CT,0.434
2017-09,Delaware,DE,0.479
2017-09,District of Columbia,DC,0.329
2017-09,Florida,FL,7.966
2017-09,Georgia,GA,3.826
2017-09,Hawaii,HI,0.817
2017-09,Idaho,ID,1.196
2017-09,Illinois,IL,2.015
2017-09,Indiana,IN,1.486
2017-09,Iowa,IA,1.058
2017-09,Kansas,KS,0.994
2017-09,Kentucky,KY,0.942
2017-09,Louisiana,LA,1.166
2017-09,Maine,ME,0.417
2017-09,Maryland,MD,1.819
2017-09,Massachusetts,MA,1.46
2017-09,Michigan,MI,2.313
2017-09,Minnesota,MN,2.365
2017-09,Mississippi,MS,0.545
2017-09,Missouri,MO,1.512
2017-09,Montana,MT,0.369
2017-09,Nebraska,NE,0.738
2017-09,Nevada,NV,1.043
2017-09,New Hampshire,NH,0.376
2017-09,New Jersey,NJ,2.229
2017-09,New Mexico,NM,0.357
2017-09,New York,NY,3.626
2017-09,North Carolina,NC,5.068
2017-09,North Dakota,ND,0.442
2017-09,Ohio,OH,2.05
2017-09,Oklahoma,OK,0.777
2017-09,Oregon,OR,1.67
2017-09,Pennsylvania,PA,2.104
2017-09,Rhode Island,RI,0.094
2017-09,South Carolina,SC,2.641
2017-09,South Dakota,SD,0.79
2017-09,Tennessee,TN,3.423
2017-09,Texas,TX,12.233
2017-09,Utah,UT,1.975
2017-09,Vermont,VT,0.292
2017-09,Virginia,VA,2.706
2017-09,Washington,WA,3.425
2017-09,West Virginia,WV,0.227
2017-09,Wisconsin,WI,1.85
2017-09,Wyoming,WY,0.191
2017-10,Alabama,AL,1.126
2017-10,Alaska,AK,0.133
2017-10,Arizona,AZ,3.706
2017-10,Arkansas,AR,0.862
2017-10,California,CA,10.335
2017-10,Colorado,CO,3.173
2017-10,Connecticut,CT,0.561
2017-10,Delaware,DE,0.542
2017-10,District of Columbia,DC,1.395
2017-10,Florida,FL,10.721
2017-10,Georgia,GA,4.285
2017-10,Hawaii,HI,0.413
2017-10,Idaho,ID,1.434
2017-10,Illinois,IL,2.085
2017-10,Indiana,IN,1.635
2017-10,Iowa,IA,1.428
2017-10,Kansas,KS,0.577
2017-10,Kentucky,KY,0.848
2017-10,Louisiana,LA,1.168
2017-10,Maine,ME,0.341
2017-10,Maryland,MD,0.918
2017-10,Massachusetts,MA,1.568
2017-10,Michigan,MI,2.972
2017-10,Minnesota,MN,2.373
2017-10,Mississippi,MS,0.651
2017-10,Missouri,MO,2.568
2017-10,Montana,MT,0.466
2017-10,Nebraska,NE,0.578
2017-10,Nevada,NV,1.597
2017-10,New Hampshire,NH,0.28
2017-10,New Jersey,NJ,2.669
2017-10,New Mexico,NM,0.434
2017-10,New York,NY,3.116
2017-10,North Carolina,NC,5.899
2017-10,North Dakota,ND,0.612
2017-10,Ohio,OH,2.093
2017-10,Oklahoma,OK,1.037
2017-10,Oregon,OR,1.643
2017-10,Pennsylvania,PA,1.726
2017-10,Rhode Island,RI,0.099
2017-10,South Carolina,SC,2.867
2017-10,South Dakota,SD,0.559
2017-10,Tennessee,TN,3.259
2017-10,Texas,TX,15.098
2017-10,Utah,UT,2.446
2017-10,Vermont,VT,0.131
2017-10,Virginia,VA,2.95
2017-10,Washington,WA,4.392
2017-10,West Virginia,WV,0.246
2017-10,Wisconsin,WI,1.852
2017-10,Wyoming,WY,0.146
2017-11,Alabama,AL,1.088
2017-11,Alaska,AK,0.114
2017-11,Arizona,AZ,2.681
2017-11,Arkansas,AR,0.771
2017-11,California,CA,8.272
2017-11,Colorado,CO,3.619
2017-11,Connecticut,CT,0.369
2017-11,Delaware,DE,0.485
2017-11,District of Columbia,DC,0.86
2017-11,Florida,FL,7.665
2017-11,Georgia,GA,3.13
2017-11,Hawaii,HI,0.223
2017-11,Idaho,ID,1.059
2017-11,Illinois,IL,1.839
2017-11,Indiana,IN,1.483
2017-11,Iowa,IA,1.245
2017-11,Kansas,KS,0.666
2017-11,Kentucky,KY,1.006
2017-11,Louisiana,LA,2.27
2017-11,Maine,ME,0.503
2017-11,Maryland,MD,1.114
2017-11,Massachusetts,MA,1.07
2017-11,Michigan,MI,1.688
2017-11,Minnesota,MN,1.865
2017-11,Mississippi,MS,0.509
2017-11,Missouri,MO,1.287
2017-11,Montana,MT,0.248
2017-11,Nebraska,NE,0.799
2017-11,Nevada,NV,2.032
2017-11,New Hampshire,NH,0.224
2017-11,New Jersey,NJ,2.651
2017-11,New Mexico,NM,0.3
2017-11,New York,NY,2.568
2017-11,North Carolina,NC,5.774
2017-11,North Dakota,ND,0.171
2017-11,Ohio,OH,1.604
2017-11,Oklahoma,OK,0.808
2017-11,Oregon,OR,1.701
2017-11,Pennsylvania,PA,1.741
2017-11,Rhode Island,RI,0.082
2017-11,South Carolina,SC,2.595
2017-11,South Dakota,SD,0.418
2017-11,Tennessee,TN,2.321
2017-11,Texas,TX,13.14
2017-11,Utah,UT,2.209
2017-11,Vermont,VT,0.105
2017-11,Virginia,VA,2.936
2017-11,Washington,WA,4.138
2017-11,West Virginia,WV,0.16
2017-11,Wisconsin,WI,1.19
2017-11,Wyoming,WY,0.17
2017-12,Alabama,AL,1.338
2017-12,Alaska,AK,0.105
2017-12,Arizona,AZ,2.806
2017-12,Arkansas,AR,1.074
2017-12,California,CA,11.393
2017-12,Colorado,CO,2.639
2017-12,Connecticut,CT,0.299
2017-12,Delaware,DE,0.604
2017-12,District of Columbia,DC,0.092
2017-12,Florida,FL,8.748
2017-12,Georgia,GA,2.895
2017-12,Hawaii,HI,0.313
2017-12,Idaho,ID,0.817
2017-12,Illinois,IL,1.88
2017-12,Indiana,IN,1.262
2017-12,Iowa,IA,1.0
2017-12,Kansas,KS,0.799
2017-12,Kentucky,KY,0.871
2017-12,Louisiana,LA,0.873
2017-12,Maine,ME,0.283
2017-12,Maryland,MD,0.785
2017-12,Massachusetts,MA,2.359
2017-12,Michigan,MI,1.487
2017-12,Minnesota,MN,1.574
2017-12,Mississippi,MS,0.535
2017-12,Missouri,MO,1.334
2017-12,Montana,MT,0.164
2017-12,Nebraska,NE,0.683
2017-12,Nevada,NV,1.457
2017-12,New Hampshire,NH,0.15
2017-12,New Jersey,NJ,2.639
2017-12,New Mexico,NM,0.387
2017-12,New York,NY,4.248
2017-12,North Carolina,NC,4.694
2017-12,North Dakota,ND,0.036
2017-12,Ohio,OH,1.251
2017-12,Oklahoma,OK,0.737
2017-12,Oregon,OR,1.726
2017-12,Pennsylvania,PA,1.807
2017-12,Rhode Island,RI,0.079
2017-12,South Carolina,SC,2.382
2017-12,South Dakota,SD,0.258
2017-12,Tennessee,TN,2.724
2017-12,Texas,TX,11.348
2017-12,Utah,UT,1.513
2017-12,Vermont,VT,0.05
2017-12,Virginia,VA,1.906
2017-12,Washington,WA,3.349
2017-12,West Virginia,WV,0.197
2017-12,Wisconsin,WI,1.028
2017-12,Wyoming,WY,0.076
2018-01,Alabama,AL,1.212
2018-01,Alaska,AK,0.111
2018-01,Arizona,AZ,3.531
2018-01,Arkansas,AR,1.278
2018-01,California,CA,8.73
2018-01,Colorado,CO,3.875
2018-01,Connecticut,CT,0.342
2018-01,Delaware,DE,0.501
2018-01,District of Columbia,DC,0.087
2018-01,Florida,FL,11.346
2018-01,Georgia,GA,5.01
2018-01,Hawaii,HI,0.224
2018-01,Idaho,ID,0.911
2018-01,Illinois,IL,0.733
2018-01,Indiana,IN,1.008
2018-01,Iowa,IA,0.459
2018-01,Kansas,KS,0.451
2018-01,Kentucky,KY,0.854
2018-01,Louisiana,LA,1.168
2018-01,Maine,ME,0.193
2018-01,Maryland,MD,1.36
2018-01,Massachusetts,MA,1.369
2018-01,Michigan,MI,1.209
2018-01,Minnesota,MN,1.706
2018-01,Mississippi,MS,0.453
2018-01,Missouri,MO,0.84
2018-01,Montana,MT,0.138
2018-01,Nebraska,NE,0.313
2018-01,Nevada,NV,1.189
2018-01,New Hampshire,NH,0.332
2018-01,New Jersey,NJ,1.51
2018-01,New Mexico,NM,0.393
2018-01,New York,NY,2.382
2018-01,North Carolina,NC,6.168
2018-01,North Dakota,ND,0.036
2018-01,Ohio,OH,1.487
2018-01,Oklahoma,OK,0.905
2018-01,Oregon,OR,1.905
2018-01,Pennsylvania,PA,1.256
2018-01,Rhode Island,RI,0.059
2018-01,South Carolina,SC,2.811
2018-01,South Dakota,SD,0.166
2018-01,Tennessee,TN,2.76
2018-01,Texas,TX,15.207
2018-01,Utah,UT,2.363
2018-01,Vermont,VT,0.057
2018-01,Virginia,VA,2.437
2018-01,Washington,WA,2.838
2018-01,West Virginia,WV,0.159
2018-01,Wisconsin,WI,0.766
2018-01,Wyoming,WY,0.076
2018-02,Alabama,AL,1.225
2018-02,Alaska,AK,0.111
2018-02,Arizona,AZ,3.005
2018-02,Arkansas,AR,0.654
2018-02,California,CA,8.016
2018-02,Colorado,CO,4.177
2018-02,Connecticut,CT,0.47
2018-02,Delaware,DE,0.445
2018-02,District of Columbia,DC,0.275
2018-02,Florida,FL,10.235
2018-02,Georgia,GA,3.956
2018-02,Hawaii,HI,0.701
2018-02,Idaho,ID,1.226
2018-02,Illinois,IL,0.946
2018-02,Indiana,IN,1.269
2018-02,Iowa,IA,0.406
2018-02,Kansas,KS,0.401
2018-02,Kentucky,KY,0.7
2018-02,Louisiana,LA,1.028
2018-02,Maine,ME,0.291
2018-02,Maryland,MD,1.055
2018-02,Massachusetts,MA,0.864
2018-02,Michigan,MI,1.125
2018-02,Minnesota,MN,1.221
2018-02,Mississippi,MS,0.482
2018-02,Missouri,MO,0.858
2018-02,Montana,MT,0.179
2018-02,Nebraska,NE,0.68
2018-02,Nevada,NV,1.588
2018-02,New Hampshire,NH,0.314
2018-02,New Jersey,NJ,2.235
2018-02,New Mexico,NM,0.44
2018-02,New York,NY,2.276
2018-02,North Carolina,NC,6.325
2018-02,North Dakota,ND,0.044
2018-02,Ohio,OH,1.545
2018-02,Oklahoma,OK,0.847
2018-02,Oregon,OR,1.694
2018-02,Pennsylvania,PA,1.586
2018-02,Rhode Island,RI,0.089
2018-02,South Carolina,SC,2.608
2018-02,South Dakota,SD,0.353
2018-02,Tennessee,TN,2.423
2018-02,Texas,TX,12.204
2018-02,Utah,UT,2.15
2018-02,Vermont,VT,0.072
2018-02,Virginia,VA,3.048
2018-02,Washington,WA,3.044
2018-02,West Virginia,WV,0.192
2018-02,Wisconsin,WI,0.9
2018-02,Wyoming,WY,0.113
2018-03,Alabama,AL,1.136
2018-03,Alaska,AK,0.14
2018-03,Arizona,AZ,3.132
2018-03,Arkansas,AR,1.244
2018-03,California,CA,11.546
2018-03,Colorado,CO,5.473
2018-03,Connecticut,CT,0.321
2018-03,Delaware,DE,0.507
2018-03,District of Columbia,DC,0.359
2018-03,Florida,FL,11.321
2018-03,Georgia,GA,5.989
2018-03,Hawaii,HI,0.355
2018-03,Idaho,ID,1.48
2018-03,Illinois,IL,2.224
2018-03,Indiana,IN,2.36
2018-03,Iowa,IA,1.025
2018-03,Kansas,KS,0.773
2018-03,Kentucky,KY,1.23
2018-03,Louisiana,LA,1.449
2018-03,Maine,ME,0.248
2018-03,Maryland,MD,1.99
2018-03,Massachusetts,MA,1.291
2018-03,Michigan,MI,1.644
2018-03,Minnesota,MN,1.65
2018-03,Mississippi,MS,0.568
2018-03,Missouri,MO,1.789
2018-03,Montana,MT,0.295
2018-03,Nebraska,NE,0.585
2018-03,Nevada,NV,1.577
2018-03,New Hampshire,NH,0.247
2018-03,New Jersey,NJ,2.319
2018-03,New Mexico,NM,0.635
2018-03,New York,NY,3.841
2018-03,North Carolina,NC,5.582
2018-03,North Dakota,ND,0.129
2018-03,Ohio,OH,1.799
2018-03,Oklahoma,OK,0.899
2018-03,Oregon,OR,1.661
2018-03,Pennsylvania,PA,1.948
2018-03,Rhode Island,RI,0.118
2018-03,South Carolina,SC,3.337
2018-03,South Dakota,SD,0.418
2018-03,Tennessee,TN,3.022
2018-03,Texas,TX,15.486
2018-03,Utah,UT,2.417
2018-03,Vermont,VT,0.137
2018-03,Virginia,VA,2.914
2018-03,Washington,WA,5.006
2018-03,West Virginia,WV,0.268
2018-03,Wisconsin,WI,1.522
2018-03,Wyoming,WY,0.166
2018-04,Alabama,AL,1.353
2018-04,Alaska,AK,0.129
2018-04,Arizona,AZ,4.261
2018-04,Arkansas,AR,1.088
2018-04,California,CA,10.136
2018-04,Colorado,CO,3.672
2018-04,Connecticut,CT,0.29
2018-04,Delaware,DE,0.532
2018-04,District of Columbia,DC,0.063
2018-04,Florida,FL,13.793
2018-04,Georgia,GA,4.471
2018-04,Hawaii,HI,0.265
2018-04,Idaho,ID,1.117
2018-04,Illinois,IL,1.985
2018-04,Indiana,IN,2.345
2018-04,Iowa,IA,1.294
2018-04,Kansas,KS,0.792
2018-04,Kentucky,KY,1.769
2018-04,Louisiana,LA,1.48
2018-04,Maine,ME,0.343
2018-04,Maryland,MD,1.555
2018-04,Massachusetts,MA,0.813
2018-04,Michigan,MI,2.129
2018-04,Minnesota,MN,1.86
2018-04,Mississippi,MS,0.676
2018-04,Missouri,MO,1.487
2018-04,Montana,MT,0.422
2018-04,Nebraska,NE,1.41
2018-04,Nevada,NV,1.51
2018-04,New Hampshire,NH,0.226
2018-04,New Jersey,NJ,1.611
2018-04,New Mexico,NM,0.429
2018-04,New York,NY,2.3
2018-04,North Carolina,NC,6.368
2018-04,North Dakota,ND,0.321
2018-04,Ohio,OH,2.089
2018-04,Oklahoma,OK,0.94
2018-04,Oregon,OR,1.595
2018-04,Pennsylvania,PA,2.062
2018-04,Rhode Island,RI,0.093
2018-04,South Carolina,SC,3.219
2018-04,South Dakota,SD,0.467
2018-04,Tennessee,TN,3.658
2018-04,Texas,TX,19.795
2018-04,Utah,UT,2.028
2018-04,Vermont,VT,0.1
2018-04,Virginia,VA,2.909
2018-04,Washington,WA,4.15
2018-04,West Virginia,WV,0.296
2018-04,Wisconsin,WI,2.015
2018-04,Wyoming,WY,0.149
2018-05,Alabama,AL,1.546
2018-05,Alaska,AK,0.186
2018-05,Arizona,AZ,3.621
2018-05,Arkansas,AR,0.792
2018-05,California,CA,12.089
2018-05,Colorado,CO,3.675
2018-05,Connecticut,CT,0.383
2018-05,Delaware,DE,0.677
2018-05,District of Columbia,DC,0.112
2018-05,Florida,FL,11.192
2018-05,Georgia,GA,5.6
2018-05,Hawaii,HI,0.348
2018-05,Idaho,ID,1.311
2018-05,Illinois,IL,2.998
2018-05,Indiana,IN,2.537
2018-05,Iowa,IA,1.279
2018-05,Kansas,KS,1.001
2018-05,Kentucky,KY,1.055
2018-05,Louisiana,LA,1.655
2018-05,Maine,ME,0.429
2018-05,Maryland,MD,1.391
2018-05,Massachusetts,MA,2.238
2018-05,Michigan,MI,2.148
2018-05,Minnesota,MN,2.908
2018-05,Mississippi,MS,0.677
2018-05,Missouri,MO,1.587
2018-05,Montana,MT,0.38
2018-05,Nebraska,NE,0.781
2018-05,Nevada,NV,2.08
2018-05,New Hampshire,NH,0.377
2018-05,New Jersey,NJ,2.353
2018-05,New Mexico,NM,0.417
2018-05,New York,NY,4.844
2018-05,North Carolina,NC,6.649
2018-05,North Dakota,ND,0.571
2018-05,Ohio,OH,3.147
2018-05,Oklahoma,OK,1.081
2018-05,Oregon,OR,1.416
2018-05,Pennsylvania,PA,2.559
2018-05,Rhode Island,RI,0.152
2018-05,South Carolina,SC,3.072
2018-05,South Dakota,SD,0.604
2018-05,Tennessee,TN,3.665
2018-05,Texas,TX,16.526
2018-05,Utah,UT,2.486
2018-05,Vermont,VT,0.172
2018-05,Virginia,VA,2.432
2018-05,Washington,WA,3.318
2018-05,West Virginia,WV,0.29
2018-05,Wisconsin,WI,2.033
2018-05,Wyoming,WY,0.194
2018-06,Alabama,AL,1.225
2018-06,Alaska,AK,0.221
2018-06,Arizona,AZ,3.557
2018-06,Arkansas,AR,0.916
2018-06,California,CA,12.952
2018-06,Colorado,CO,3.674
2018-06,Connecticut,CT,0.413
2018-06,Delaware,DE,0.489
2018-06,District of Columbia,DC,0.799
2018-06,Florida,FL,12.957
2018-06,Georgia,GA,4.016
2018-06,Hawaii,HI,0.464
2018-06,Idaho,ID,1.4
2018-06,Illinois,IL,1.896
2018-06,Indiana,IN,1.71
2018-06,Iowa,IA,1.209
2018-06,Kansas,KS,0.586
2018-06,Kentucky,KY,1.466
2018-06,Louisiana,LA,1.401
2018-06,Maine,ME,0.467
2018-06,Maryland,MD,1.334
2018-06,Massachusetts,MA,1.587
2018-06,Michigan,MI,1.758
2018-06,Minnesota,MN,2.621
2018-06,Mississippi,MS,0.799
2018-06,Missouri,MO,1.797
2018-06,Montana,MT,0.436
2018-06,Nebraska,NE,0.57
2018-06,Nevada,NV,1.163
2018-06,New Hampshire,NH,0.476
2018-06,New Jersey,NJ,2.909
2018-06,New Mexico,NM,0.497
2018-06,New York,NY,3.276
2018-06,North Carolina,NC,5.519
2018-06,North Dakota,ND,0.304
2018-06,Ohio,OH,1.737
2018-06,Oklahoma,OK,0.833
2018-06,Oregon,OR,1.347
2018-06,Pennsylvania,PA,2.127
2018-06,Rhode Island,RI,0.088
2018-06,South Carolina,SC,3.438
2018-06,South Dakota,SD,0.342
2018-06,Tennessee,TN,3.616
2018-06,Texas,TX,19.086
2018-06,Utah,UT,2.535
2018-06,Vermont,VT,0.153
2018-06,Virginia,VA,2.886
2018-06,Washington,WA,4.124
2018-06,West Virginia,WV,0.314
2018-06,Wisconsin,WI,1.953
2018-06,Wyoming,WY,0.196
2018-07,Alabama,AL,1.278
2018-07,Alaska,AK,0.133
2018-07,Arizona,AZ,4.509
2018-07,Arkansas,AR,0.774
2018-07,California,CA,9.497
2018-07,Colorado,CO,3.283
2018-07,Connecticut,CT,0.494
2018-07,Delaware,DE,0.499
2018-07,District of Columbia,DC,0.03
2018-07,Florida,FL,12.952
2018-07,Georgia,GA,4.666
2018-07,Hawaii,HI,0.27
2018-07,Idaho,ID,1.205
2018-07,Illinois,IL,1.621
2018-07,Indiana,IN,1.958
2018-07,Iowa,IA,1.365
2018-07,Kansas,KS,0.714
2018-07,Kentucky,KY,1.097
2018-07,Louisiana,LA,1.148
2018-07,Maine,ME,0.347
2018-07,Maryland,MD,1.81
2018-07,Massachusetts,MA,1.038
2018-07,Michigan,MI,1.645
2018-07,Minnesota,MN,2.595
2018-07,Mississippi,MS,0.677
2018-07,Missouri,MO,0.897
2018-07,Montana,MT,0.398
2018-07,Nebraska,NE,0.604
2018-07,Nevada,NV,1.236
2018-07,New Hampshire,NH,0.321
2018-07,New Jersey,NJ,1.96
2018-07,New Mexico,NM,0.413
2018-07,New York,NY,4.095
2018-07,North Carolina,NC,6.055
2018-07,North Dakota,ND,0.308
2018-07,Ohio,OH,2.603
2018-07,Oklahoma,OK,0.794
2018-07,Oregon,OR,1.345
2018-07,Pennsylvania,PA,2.597
2018-07,Rhode Island,RI,0.099
2018-07,South Carolina,SC,3.021
2018-07,South Dakota,SD,0.365
2018-07,Tennessee,TN,3.744
2018-07,Texas,TX,16.171
2018-07,Utah,UT,2.032
2018-07,Vermont,VT,0.187
2018-07,Virginia,VA,2.956
2018-07,Washington,WA,3.023
2018-07,West Virginia,WV,0.206
2018-07,Wisconsin,WI,1.829
2018-07,Wyoming,WY,0.169
2018-08,Alabama,AL,1.381
2018-08,Alaska,AK,0.165
2018-08,Arizona,AZ,3.738
2018-08,Arkansas,AR,0.715
2018-08,California,CA,8.826
2018-08,Colorado,CO,3.32
2018-08,Connecticut,CT,0.349
2018-08,Delaware,DE,0.535
2018-08,District of Columbia,DC,0.34
2018-08,Florida,FL,12.439
2018-08,Georgia,GA,4.476
2018-08,Hawaii,HI,0.332
2018-08,Idaho,ID,1.379
2018-08,Illinois,IL,1.853
2018-08,Indiana,IN,2.098
2018-08,Iowa,IA,1.016
2018-08,Kansas,KS,1.346
2018-08,Kentucky,KY,1.526
2018-08,Louisiana,LA,1.767
2018-08,Maine,ME,0.375
